# DataPlane.org - for operators, by operators
# sipquery
# 2021-03-14 06:00 - 2021-03-21 06:00
#
# The sipquery report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the sipquery report in whole or
# in part without the express permission of DataPlane is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  It is not a block list, but some may
# choose to use it to actively protect their networks and systems.  The
# report is provided on an as-is basis with no expressed warranty or
# guarantee of accuracy.  Use of this data is at your own risk.  If you
# have questions about this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending SIP OPTIONS queries.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text sipquery will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
174          |  COGENT-174                      |  185.142.236.34   |  2021-03-20 03:44:30  |  sipquery
174          |  COGENT-174                      |  185.142.236.35   |  2021-03-18 11:31:35  |  sipquery
174          |  COGENT-174                      |  185.142.239.16   |  2021-03-19 13:30:31  |  sipquery
174          |  COGENT-174                      |  185.165.190.34   |  2021-03-20 04:12:36  |  sipquery
174          |  COGENT-174                      |  195.144.21.56    |  2021-03-19 23:01:00  |  sipquery
174          |  COGENT-174                      |  209.17.96.178    |  2021-03-16 01:05:39  |  sipquery
174          |  COGENT-174                      |  209.17.96.18     |  2021-03-17 03:29:29  |  sipquery
174          |  COGENT-174                      |  209.17.96.218    |  2021-03-17 00:57:13  |  sipquery
174          |  COGENT-174                      |  209.17.96.226    |  2021-03-14 23:15:29  |  sipquery
174          |  COGENT-174                      |  209.17.96.242    |  2021-03-16 22:23:24  |  sipquery
174          |  COGENT-174                      |  209.17.96.26     |  2021-03-14 21:43:46  |  sipquery
174          |  COGENT-174                      |  209.17.96.34     |  2021-03-19 03:13:20  |  sipquery
174          |  COGENT-174                      |  209.17.96.58     |  2021-03-18 04:07:39  |  sipquery
174          |  COGENT-174                      |  209.17.96.66     |  2021-03-20 22:43:08  |  sipquery
174          |  COGENT-174                      |  209.17.96.74     |  2021-03-20 21:24:24  |  sipquery
174          |  COGENT-174                      |  209.17.96.82     |  2021-03-14 18:31:21  |  sipquery
174          |  COGENT-174                      |  209.17.96.98     |  2021-03-19 20:32:04  |  sipquery
174          |  COGENT-174                      |  209.17.97.10     |  2021-03-16 04:22:02  |  sipquery
174          |  COGENT-174                      |  209.17.97.106    |  2021-03-20 22:23:26  |  sipquery
174          |  COGENT-174                      |  209.17.97.122    |  2021-03-18 03:49:59  |  sipquery
174          |  COGENT-174                      |  209.17.97.42     |  2021-03-20 01:11:16  |  sipquery
174          |  COGENT-174                      |  38.99.134.105    |  2021-03-19 01:51:48  |  sipquery
3064         |  AFFINITY-FTL                    |  66.230.230.230   |  2021-03-14 21:01:18  |  sipquery
3215         |  AS3215 Orange S.A.              |  92.154.95.236    |  2021-03-19 21:17:21  |  sipquery
