# DataPlane.org - for operators, by operators
# sipinvitation
# 2021-03-14 06:00 - 2021-03-21 06:00
#
# The sipinvitation report is free for non-commercial use ONLY.  If you wish
# to discuss commercial use of this service, please contact us at
# info@dataplane.org.  Redistribution of the sipinvitation report in whole or
# in part without the express permission of DataPlane is expressly
# prohibited.
#
# This report is made possible through the generous support of people
# like you.  Sensor, processing, and distribution systems require
# non-free resources to setup and maintain.  We are always looking for
# financial contributions to help pay the bills and hosting to increase
# visibility.  If you find what we do useful, please consider supporting
# us.
#
# This report is informational.  It is not a block list, but some may
# choose to use it to actively protect their networks and systems.  The
# report is provided on an as-is basis with no expressed warranty or
# guarantee of accuracy.  Use of this data is at your own risk.  If you
# have questions about this report do not hesitate to contact us.
#
# Entries below are records of source IP addresses that have been
# identified as sending SIP INVITE operations.
# Each entry is sorted according to a route originating ASN.  An entry
# for the IP address is listed only once even if there are multiple
# origin AS (MOAS) announcements for the covering prefix.  We use the
# PyASN IP address to ASN mapping service to construct an origin AS
# number and name.  For details about PyASN, see:
#
#   <https://pypi.org/project/pyasn/>.
#
# The report format is as follows:
#
# ASN  |  ASname  |  ipaddr  |  lastseen  |  category
#
# Each field is described below.  Please note any special formatting
# rules to aid in processing this file with automated tools and scripts.
# Blank lines may be present to improve the visual display of this file.
# Lines beginning with a hash ('#') character are comment lines.  All
# other lines are report entries.  Each field is separated by a pipe
# symbol ('|') and at least two whitespace characters on either side.
#
#   ASN        Autonomous system number originating a route for the
#              entry IP address. Note, 4-byte ASNs are supported and
#              will be displayed as a 32-bit integer.  NA is shown if
#              an origin ASN cannot be found.
#
#   ASname     A descriptive network name for the associated ASN.  The
#              name is truncated to 30 characters.  NA is shown if an
#              AS name cannot be found.
#
#   ipaddr     The IPv4 address that is being reported.
#
#   lastseen   A last seen timestamp formatted as YYYY-mm-dd HH:MM:SS
#              in UTC time.
#
#   category   Descriptive tag name for this entry.  For this report,
#              the text sipinvitation will appear.
#
# A commented footer section shows an aggregate count of ASNs and
# addresses seen in the current report.
#
7922         |  COMCAST-7922                    |  50.201.227.150   |  2021-03-20 15:22:19  |  sipinvitation
8075         |  MICROSOFT-CORP-MSN-AS-BLOCK     |  20.51.221.239    |  2021-03-20 17:53:13  |  sipinvitation
8075         |  MICROSOFT-CORP-MSN-AS-BLOCK     |  40.75.5.41       |  2021-03-19 18:58:20  |  sipinvitation
8075         |  MICROSOFT-CORP-MSN-AS-BLOCK     |  52.183.87.235    |  2021-03-20 18:40:44  |  sipinvitation
8075         |  MICROSOFT-CORP-MSN-AS-BLOCK     |  52.188.105.38    |  2021-03-20 14:06:45  |  sipinvitation
8100         |  ASN-QUADRANET-GLOBAL            |  64.188.17.122    |  2021-03-20 16:58:37  |  sipinvitation
11691        |  EVOCATIVE                       |  173.214.24.2     |  2021-03-19 23:52:35  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  163.172.121.164  |  2021-03-21 05:28:42  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  163.172.224.84   |  2021-03-20 18:18:15  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  212.129.7.41     |  2021-03-21 05:51:22  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  212.83.142.219   |  2021-03-21 04:44:56  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  51.159.91.193    |  2021-03-21 05:53:46  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  51.159.91.194    |  2021-03-21 05:14:55  |  sipinvitation
12876        |  AS12876 ONLINE S.A.S.           |  62.4.15.143      |  2021-03-20 20:22:20  |  sipinvitation
12975        |  PALTEL-AS Palestine Telecommun  |  158.140.115.142  |  2021-03-15 16:00:34  |  sipinvitation
12975        |  PALTEL-AS Palestine Telecommun  |  158.140.118.77   |  2021-03-15 11:20:50  |  sipinvitation
12975        |  PALTEL-AS Palestine Telecommun  |  188.161.16.1     |  2021-03-15 18:47:15  |  sipinvitation
12975        |  PALTEL-AS Palestine Telecommun  |  188.161.204.128  |  2021-03-15 14:32:41  |  sipinvitation
12975        |  PALTEL-AS Palestine Telecommun  |  188.161.204.189  |  2021-03-15 15:31:28  |  sipinvitation
